Datetime,Headline,Summary,URL,Source,Sentiment,EventType,Open,Close
2025-02-20 13:01:00 UTC,Ginkgo Bioworks Partners with HaDEA in Up to €24 Million Consortium Project to Deliver Next-Generation 'Agnostic Diagnostics' for Respiratory Viruses at the Point of Care,"Ginkgo Bioworks (NYSE: DNA), which is building the leading platform for cell programming and biosecurity, today announced a collaboration with the European Health and Digital Executive Agency (HaDEA) as contracting authority under a joint tender of up to €24 million. The funding is made available through the EU4Health programme, linked to the key priorities of the Health Emergency Preparedness and Response Authority (HERA) of the European Commission.",https://finnhub.io/api/news?id=09829b76a6239584e3b6301d03bc4e970b95957cf4da76b46212cd78f55709f9,Yahoo,positive,partnership,"Ticker
DNA    12.5
Name: 2025-02-20 00:00:00, dtype: float64","Ticker
DNA    11.43
Name: 2025-02-20 00:00:00, dtype: float64"
2025-02-27 11:06:25 UTC,Ginkgo Bioworks Holdings Full Year 2024 Earnings: EPS Misses Expectations,Ginkgo Bioworks Holdings ( NYSE:DNA ) Full Year 2024 Results Key Financial Results Revenue: US$227.0m (down 9.7% from...,https://finnhub.io/api/news?id=fd331aee1d31a1dadb6b1fa61db5207f591768514103366f34d827fda8b86f2b,Yahoo,negative,earnings,"Ticker
DNA    9.26
Name: 2025-02-27 00:00:00, dtype: float64","Ticker
DNA    8.64
Name: 2025-02-27 00:00:00, dtype: float64"
2025-02-27 10:29:49 UTC,Ginkgo Bioworks: Revenue Struggles Continue,"Ginkgo Bioworks falls short on Q4 revenue and projects weak 2025 guidance. Learn about DNA stock's valuation risks, cash reserves, and financial outlook.",https://finnhub.io/api/news?id=bdbf8bf224746fc88b2d5cd8ab25353e590872723b29258dc70aca206e8a8143,SeekingAlpha,negative,earnings,"Ticker
DNA    9.26
Name: 2025-02-27 00:00:00, dtype: float64","Ticker
DNA    8.64
Name: 2025-02-27 00:00:00, dtype: float64"
2025-02-27 06:19:27 UTC,2025 Is Make Or Break For Ginkgo Bioworks,Ginkgo Bioworks' restructuring has resulted in a dramatic reduction in cash burn in recent quarters. Read why I think DNA stock is fully valued.,https://finnhub.io/api/news?id=4a2a3b2c311e411d5d541d3a86e606e8ded8353b23b0caa0e053518ae9f2784c,SeekingAlpha,neutral,other,"Ticker
DNA    9.26
Name: 2025-02-27 00:00:00, dtype: float64","Ticker
DNA    8.64
Name: 2025-02-27 00:00:00, dtype: float64"
2025-02-25 22:00:00 UTC,Ginkgo Bioworks Reports Fourth Quarter and Full Year 2024 Financial Results,"Ginkgo Bioworks Holdings, Inc. (NYSE: DNA, ""Ginkgo""), which is building the leading platform for cell programming and biosecurity, today announced its results for the fourth quarter and year ended December 31, 2024. The update, including a webcast slide presentation with additional details on the fourth quarter and full year, as well as supplemental financial information will be available at investors.ginkgobioworks.com.",https://finnhub.io/api/news?id=f54cb27ef937a0ace9fbc562bb022b2b253e350799dc29adcab7c1de9a1b57b1,Yahoo,neutral,earnings,"Ticker
DNA    10.4
Name: 2025-02-25 00:00:00, dtype: float64","Ticker
DNA    10.29
Name: 2025-02-25 00:00:00, dtype: float64"
2025-02-25 21:25:34 UTC,"Ginkgo Bioworks Holdings, Inc. 2024 Q4 - Results - Earnings Call Presentation","The following slide deck was published by Ginkgo Bioworks Holdings, Inc.",https://finnhub.io/api/news?id=0fd9d18b911a91cda4e3059b068a3ea0ed4140e0e70ac39fe742113eed01e7aa,SeekingAlpha,neutral,other,"Ticker
DNA    10.4
Name: 2025-02-25 00:00:00, dtype: float64","Ticker
DNA    10.29
Name: 2025-02-25 00:00:00, dtype: float64"
2025-02-25 21:22:28 UTC,"Ginkgo Bioworks Holdings, Inc. (DNA) Q4 2024 Earnings Call Transcript","Ginkgo Bioworks Holdings, Inc. (NYSE:DNA) Q4 2024 Earnings Conference Call February 25, 2025 5:30 PM ETCompany ParticipantsJoseph Fridman - Director,...",https://finnhub.io/api/news?id=94f110ac71e6b5086f5aee2a6e81b8c9ee27c7028982c48ecfa806826ca03d34,SeekingAlpha,neutral,earnings,"Ticker
DNA    10.4
Name: 2025-02-25 00:00:00, dtype: float64","Ticker
DNA    10.29
Name: 2025-02-25 00:00:00, dtype: float64"
2025-03-05 17:00:10 UTC,Ginkgo Bioworks (DNA) Upgraded to Buy: Here's Why,"Ginkgo Bioworks (DNA) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.",https://finnhub.io/api/news?id=ccd9878816fc4f4107ae6c571c9f5d6aa2168724c983f8e30b305412a5ca43e1,Yahoo,neutral,other,"Ticker
DNA    8.33
Name: 2025-03-05 00:00:00, dtype: float64","Ticker
DNA    8.26
Name: 2025-03-05 00:00:00, dtype: float64"
2025-03-14 13:35:05 UTC,"After Plunging -52.33% in 4 Weeks, Here's Why the Trend Might Reverse for Ginkgo Bioworks (DNA)","The heavy selling pressure might have exhausted for Ginkgo Bioworks (DNA) as it is technically in oversold territory now. In addition to this technical measure, strong agreement among Wall Street analysts in revising earnings estimates higher indicates that the stock is ripe for a trend reversal.",https://finnhub.io/api/news?id=8b83a08521d9c38b69d24a5358b62e16baba03205ac3c0eee5f161f9fe856626,Yahoo,neutral,other,"Ticker
DNA    6.76
Name: 2025-03-14 00:00:00, dtype: float64","Ticker
DNA    6.97
Name: 2025-03-14 00:00:00, dtype: float64"
2025-04-01 13:35:06 UTC,Here's Why Ginkgo Bioworks (DNA) is Poised for a Turnaround After Losing -28.84% in 4 Weeks,"The heavy selling pressure might have exhausted for Ginkgo Bioworks (DNA) as it is technically in oversold territory now. In addition to this technical measure, strong agreement among Wall Street analysts in revising earnings estimates higher indicates that the stock is ripe for a trend reversal.",https://finnhub.io/api/news?id=7bdb1544c6d49eb6d55cb0d034da82f8889b6a349e9c98125a82ebd9ae29b995,Yahoo,positive,market_trend,"Ticker
DNA    5.69
Name: 2025-04-01 00:00:00, dtype: float64","Ticker
DNA    5.66
Name: 2025-04-01 00:00:00, dtype: float64"
2025-04-10 13:55:14 UTC,Wall Street Analysts Think Ginkgo Bioworks (DNA) Could Surge 41.59%: Read This Before Placing a Bet,"The average of price targets set by Wall Street analysts indicates a potential upside of 41.6% in Ginkgo Bioworks (DNA). While the effectiveness of this highly sought-after metric is questionable, the positive trend in earnings estimate revisions might translate into an upside in the stock.",https://finnhub.io/api/news?id=4b8f11282870cc6af6b8a9981c17be8b16e32316ff588024262afd7c6d320b24,Yahoo,neutral,other,"Ticker
DNA    6.525
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
DNA    7.3
Name: 2025-04-10 00:00:00, dtype: float64"
2025-04-10 13:00:00 UTC,Ginkgo Bioworks Teams Up with Partners on ARPA-H Project to Stabilize Pharmaceutical Supply Chains - Using Amber Waves of Grain,"Ginkgo Bioworks (NYSE: DNA), which is building the leading platform for cell programming and biosecurity, today announced a new contract with the Advanced Research Projects Agency for Health (ARPA-H), alongside partners Tritica Biosciences, US Pharmacopeia (USP), On Demand Pharmaceuticals, and Isolere Bio by Donaldson. This two-year program, Wheat-based High efficiency Enzyme and API Technology (WHEAT), aims to establish a new manufacturing process for the distributed production of biologic and",https://finnhub.io/api/news?id=30491c891db68194418d9c40f16c82d476a1e62db1a1ae0dac04c6e8dca965c6,Yahoo,neutral,other,"Ticker
DNA    6.525
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
DNA    7.3
Name: 2025-04-10 00:00:00, dtype: float64"
2025-04-11 13:15:50 UTC,Buy Certara After The FDA Announcement,"Certaraâs AI strategy and FDA-aligned offerings fuel growth across drug discovery and trials, with expanding margins. Read why CERT is a buy.",https://finnhub.io/api/news?id=0b2c8901aa851b3641b252b5a9b58332599abbf998576cc9dbb028d98b6b1b00,SeekingAlpha,positive,market_trend,"Ticker
DNA    7.5
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
DNA    8.12
Name: 2025-04-11 00:00:00, dtype: float64"
2025-04-23 11:41:25 UTC,Ginkgo Bioworks - Ginko Automation Partners with Aura Genetics to Accelerate Direct-to-Consumer Testing and Innovation,"BOSTON - Ginkgo Bioworks , which is building the leading platform for cell programming and biosecurity, today announced that Ginkgo Automation will design and deploy a Reconfigurable Automation Cart ...",https://finnhub.io/api/news?id=cfec3f675e82db95c6457210d64d19aa492a2fa4d32acf251d85e8655dde3295,Finnhub,neutral,other,"Ticker
DNA    8.05
Name: 2025-04-23 00:00:00, dtype: float64","Ticker
DNA    7.6
Name: 2025-04-23 00:00:00, dtype: float64"
2025-04-22 13:00:00 UTC,Ginko Automation Partners with Aura Genetics to Accelerate Direct-to-Consumer Testing and Innovation,"Ginkgo Bioworks (NYSE: DNA), which is building the leading platform for cell programming and biosecurity, today announced that Ginkgo Automation will design and deploy a Reconfigurable Automation Cart (RAC) system to Aura Genetics, a high-complexity diagnostic laboratory servicing the growing at-home testing and wellness market. This advanced modular laboratory automation platform will be deployed at Aura Genetics' new 22,000-square-foot high-throughput facility at the UPS Healthcare Labport, lo",https://finnhub.io/api/news?id=c9cdc69f15588593c58a9ad6cf839b68f63265fd9b19a72a3ada17e440441f55,Yahoo,positive,partnership,"Ticker
DNA    7.47
Name: 2025-04-22 00:00:00, dtype: float64","Ticker
DNA    7.54
Name: 2025-04-22 00:00:00, dtype: float64"
2025-04-30 13:00:00 UTC,"Phytolon and Ginkgo Bioworks Boost Natural Food Colors by Hitting Full-Project Milestone, Nearly Tripling the Manufacturing Efficiency of Phytolon's Innovative Colors","Phytolon, a biotech-foodtech startup that offers natural food colors via fermentation of baker's yeast, and Ginkgo Bioworks (NYSE: DNA, ""Ginkgo""), which is building the leading platform for cell programming and biosecurity, today announced the successful completion of the second development milestone of their multi-product collaboration to produce natural food colors and the resulting distribution of an equity milestone to Ginkgo.",https://finnhub.io/api/news?id=6001a9f26228f6992de18c9bd2c171e307db475914a33b8e854e33eae3c6eb9f,Yahoo,neutral,other,"Ticker
DNA    7.14
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
DNA    7.37
Name: 2025-04-30 00:00:00, dtype: float64"
2025-04-29 20:00:00 UTC,Ginkgo Bioworks Announces Date of First Quarter 2025 Results Presentation,"Ginkgo Bioworks Holdings, Inc. (NYSE: DNA, ""Ginkgo""), which is building the leading platform for cell programming and biosecurity, today announced that it plans to host a presentation and Q&A session reviewing business performance for the first quarter ended March 31, 2025, on Tuesday, May 6, 2025, beginning at 5:30 p.m. ET.",https://finnhub.io/api/news?id=76db68fcd34739eabd7e83ed198bdfcb78a97797fe75e03e274d947d5c8a52b7,Yahoo,neutral,other,"Ticker
DNA    8.03
Name: 2025-04-29 00:00:00, dtype: float64","Ticker
DNA    7.38
Name: 2025-04-29 00:00:00, dtype: float64"
2025-05-08 12:00:00 UTC,Twist Bioscience and Ginkgo Bioworks Revise Collaboration,"SOUTH SAN FRANCISCO, Calif. & BOSTON, May 08, 2025--Twist Bioscience Corporation (NASDAQ: TWST), a core mid-cap growth and value equity company in the life sciences segment of the health care sector, and Ginkgo Bioworks (NYSE: DNA), which is building the leading platform for cell programming and biosecurity, today announced that the companies have entered into an updated collaboration renegotiated from a prior contract signed in 2022.",https://finnhub.io/api/news?id=03222e73e5fcd8b86da8fb488b869701b5d13ae980ffdf4267cf3a51dca2a298,Yahoo,neutral,partnership,"Ticker
DNA    7.49
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
DNA    7.87
Name: 2025-05-08 00:00:00, dtype: float64"
2025-05-08 08:00:00 UTC,Twist Bioscience Corporation and Ginkgo Bioworks Revise Collaboration,Twist Bioscience Corporation and Ginkgo Bioworks announced that the companies have entered into an updated collaboration renegotiated from a prior contract signed in 2022. Ginkgo will receive...,https://finnhub.io/api/news?id=07fa2ff708659555023caf5b7059c729bdc88e930156031beda56715ad8f563a,Finnhub,neutral,partnership,"Ticker
DNA    7.49
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
DNA    7.87
Name: 2025-05-08 00:00:00, dtype: float64"
2025-05-06 21:19:04 UTC,"Ginkgo Bioworks Holdings, Inc. (DNA) Q1 2025 Earnings Call Transcript","Ginkgo Bioworks Holdings, Inc. (NYSE:DNA) Q1 2025 Results Conference Call May 6, 2025 5:00 PM ETCompany ParticipantsDaniel Marshall - Sr.",https://finnhub.io/api/news?id=f4d57b9dbe2bdd4042643e3e98f1441c79720adab53325a2cbf3feb1a968c41b,SeekingAlpha,neutral,earnings,"Ticker
DNA    6.75
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
DNA    6.45
Name: 2025-05-06 00:00:00, dtype: float64"
2025-05-06 21:00:00 UTC,Ginkgo Bioworks Reports First Quarter 2025 Financial Results,"Ginkgo Bioworks Holdings, Inc. (NYSE: DNA, ""Ginkgo""), which is building the leading platform for cell programming and biosecurity, today announced its results for the first quarter ended March 31, 2025. The update, including a webcast slide presentation with additional details on the first quarter, as well as supplemental financial information will be available at investors.ginkgobioworks.com.",https://finnhub.io/api/news?id=c221c0c13e0460aa9c81d2bee50b1845abb83f7ba066c04869d9442c32ed154c,Yahoo,neutral,earnings,"Ticker
DNA    6.75
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
DNA    6.45
Name: 2025-05-06 00:00:00, dtype: float64"
2025-05-19 12:03:18 UTC,"Ginkgo Bioworks Holdings, Inc. (NYSE:DNA) is a favorite amongst institutional investors who own 56%",Key Insights Institutions' substantial holdings in Ginkgo Bioworks Holdings implies that they have significant...,https://finnhub.io/api/news?id=056262ecf03451d9883f20082716f6c30224c0659ce1d76327c375eb74a69b38,Yahoo,neutral,other,"Ticker
DNA    7.7
Name: 2025-05-19 00:00:00, dtype: float64","Ticker
DNA    8.09
Name: 2025-05-19 00:00:00, dtype: float64"
2025-05-22 17:51:21 UTC,Ginkgo Bioworks: Cost-Cutting Efforts Aren't Enough,"Ginkgo Bioworks faces challenging demand environment, with company's exposure to the U.S. government spending potential vulnerability. Read why DNA is a Hold.",https://finnhub.io/api/news?id=2277c1bb67fd8e5b3cabbabd23d4d1e45b6db600d07cdb6d92b848145411f7ce,SeekingAlpha,neutral,other,"Ticker
DNA    7.32
Name: 2025-05-22 00:00:00, dtype: float64","Ticker
DNA    6.85
Name: 2025-05-22 00:00:00, dtype: float64"
2025-05-21 20:05:00 UTC,Ginkgo Bioworks Announces Appointment of Steven Coen as Chief Financial Officer,"Ginkgo Bioworks (NYSE: DNA, ""Ginkgo"" or the ""Company""), which is building the leading platform for cell programming and biosecurity, today announced that Mark Dmytruk, the Company's Chief Financial Officer, intends to resign from his role at the Company on May 30, 2025 to accept a position at another organization and Steven Coen, CPA, the Company's Chief Accounting Officer, will become Chief Financial Officer, effective upon Mr. Dmytruk's resignation.",https://finnhub.io/api/news?id=3bc93bf6985d4929e001aa2db2d19d56e82ee24b1b3439f6026172b31bc7dbb7,Yahoo,neutral,other,"Ticker
DNA    7.86
Name: 2025-05-21 00:00:00, dtype: float64","Ticker
DNA    7.4
Name: 2025-05-21 00:00:00, dtype: float64"
2025-06-02 05:38:19 UTC,"Phytolon and Ginkgo Bioworks Boost Natural Food Colors by Hitting Full-Project Milestone, Nearly Tripling the Manufacturing Efficiency of Phytolon's Innovative Colors","YOKNE'AM ILLIT, Israel and BOSTON - Phytolon, a biotech-foodtech startup that offers natural food colors via fermentation of baker's yeast, and Ginkgo Bioworks , which is building the leading platform...",https://finnhub.io/api/news?id=96f6a4e3939f252ec7c00ca4f98e7677b3858b776733c779bb52f478f310f376,Finnhub,neutral,partnership,"Ticker
DNA    6.97
Name: 2025-06-02 00:00:00, dtype: float64","Ticker
DNA    7.13
Name: 2025-06-02 00:00:00, dtype: float64"
2025-06-29 23:48:57 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 2000 Growth Index","Ginkgo Bioworks Holdings, Inc. added to Russell 2000 Growth Index...",https://finnhub.io/api/news?id=99f9fc8cfc861cfc838efe5c44a2751b2e61f789d478a57ff76ce4f29d28e249,Finnhub,positive,other,,
2025-06-29 23:07:28 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 3000E Value Index","Ginkgo Bioworks Holdings, Inc. added to Russell 3000E Value Index...",https://finnhub.io/api/news?id=f9cacfe57dde8123d114df2dc0fcf7166e067543b440290a0274a155715304a4,Finnhub,positive,other,,
2025-06-29 22:05:21 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 2500 Index","Ginkgo Bioworks Holdings, Inc. added to Russell 2500 Index...",https://finnhub.io/api/news?id=134a9819bda179e2bc56244010b3702637768c2dc60bd149c982e19c9349e148,Finnhub,positive,other,,
2025-06-25 22:15:04 UTC,"Ginkgo Bioworks Holdings, Inc. (DNA) Stock Moves 1.41%: What You Should Know","The latest trading day saw Ginkgo Bioworks Holdings, Inc. (DNA) settling at $9.32, representing a +1.41% change from its previous close.",https://finnhub.io/api/news?id=ff716a81d07e678c1ac7c94469932eec347d14f543f55d4c4913225916400d2f,Yahoo,neutral,other,"Ticker
DNA    9.31
Name: 2025-06-25 00:00:00, dtype: float64","Ticker
DNA    9.32
Name: 2025-06-25 00:00:00, dtype: float64"
2025-07-02 12:05:00 UTC,The AI Arms Race Heats Up: June's Robotics And Automation Playbook,,https://finnhub.io/api/news?id=935df456b80f548964e1e35088cb52715244e2049e8f244a04a3aadbeaa3a824,SeekingAlpha,neutral,other,"Ticker
DNA    11.36
Name: 2025-07-02 00:00:00, dtype: float64","Ticker
DNA    12.66
Name: 2025-07-02 00:00:00, dtype: float64"
2025-07-01 10:53:00 UTC,Ginkgo Bioworks (DNA) Soars 18.9%: Is Further Upside Left in the Stock?,Ginkgo Bioworks (DNA) witnessed a jump in share price last session on above-average trading volume. The latest trend in earnings estimate revisions for the stock doesn't suggest further strength down the road.,https://finnhub.io/api/news?id=b28b081f1e0709411cf664c2de56e3e9b095dd211098765cb6e70fb904645099,Yahoo,neutral,market_trend,"Ticker
DNA    11.02
Name: 2025-07-01 00:00:00, dtype: float64","Ticker
DNA    11.36
Name: 2025-07-01 00:00:00, dtype: float64"
2025-06-30 16:36:40 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 3000 Value Index","Ginkgo Bioworks Holdings, Inc. added to Russell 3000 Value Index...",https://finnhub.io/api/news?id=aface5e625c7bf2c696d1279f8eb82525d6bc9524314a7a4cdd9a61ae399a1b1,Finnhub,positive,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 15:17:09 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 3000 Growth Index","Ginkgo Bioworks Holdings, Inc. added to Russell 3000 Growth Index...",https://finnhub.io/api/news?id=7f3ce01d228a56ff6458ab9558ef35b3f4b892b18d1521df282d9da0275d46c9,Finnhub,neutral,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 13:27:58 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 2500 Value Index","Ginkgo Bioworks Holdings, Inc. added to Russell 2500 Value Index...",https://finnhub.io/api/news?id=4042f670b29147282ca1ae62e56a0d9d11268497191d1d9fe4be40f4cf6238f8,Finnhub,positive,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 12:42:37 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 2000 Dynamic Index","Ginkgo Bioworks Holdings, Inc. added to Russell 2000 Dynamic Index...",https://finnhub.io/api/news?id=a5f7b54aa72b072b0e2d43bdf172efaeee29b8c3fac02a75a878826454a34aca,Finnhub,neutral,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 11:45:47 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell Small Cap Comp Growth Index","Ginkgo Bioworks Holdings, Inc. added to Russell Small Cap Comp Growth Index...",https://finnhub.io/api/news?id=0e6fa76a76ea669bd833bb1488195ea757295a7497ce37f417605820dad1709f,Finnhub,positive,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 10:27:30 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell 3000E Index","Ginkgo Bioworks Holdings, Inc. added to Russell 3000E Index...",https://finnhub.io/api/news?id=76164df8c256dd4518a0e38efd95f8c0fd1b94a0dc23ad47879861d644a86840,Finnhub,positive,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
2025-06-30 09:57:00 UTC,"Ginkgo Bioworks Holdings, Inc.(NYSE: DNA) added to Russell Microcap Index","Ginkgo Bioworks Holdings, Inc. added to Russell Microcap Index...",https://finnhub.io/api/news?id=20849552584664a9cb1cde91eb10afb5231704cd989ff106fb44e16411a7eda3,Finnhub,positive,other,"Ticker
DNA    9.72
Name: 2025-06-30 00:00:00, dtype: float64","Ticker
DNA    11.25
Name: 2025-06-30 00:00:00, dtype: float64"
